Ulasan,Rating,text_clean_preprocessed,label_sentiment
barang sudah sampai.. barang OK. terima kasih,4,barang barang ok terima kasih,1
"Sesuai gambar, sesuai kualitas dengan harga",3,sesuai gambar sesuai kualitas harga,1
Alat bagus berjalan normal bahannya bagus pelayanan ok...,5,alat bagus jalan normal bahan bagus layan ok,1
siiip barang dah nyampai....... tengkyu,5,siiip barang dah nyampai tengkyu,0
mantap sampai dengan aman gan.............................,5,mantap aman gan,1
"Thanks bgt yaa say
suka bgt sama barang nyaa sesuai good QUALITY",5,thanks banget yaa say suka banget barang nyaa sesuai good quality,1
Brg sudah sampai... Kualitas brg sesuai harga.. thanks..,5,barang kualitas barang sesuai harga thanks,1
Bad response...ga ada jawaban setiap di tanya..sangat sangat silent seller,3,bad response silent seller,2
tks.....................................,4,tks,0
respon kurang cepat.lain kali respon agak cepat.thanks,3,respon cepatlain kali respon cepatthanks,0
Bagus .... pengiriman ok .... rekomen,5,bagus kirim ok rekomen,1
barang sesuai pesanan mantafffffffff,4,barang sesuai pesan mantafffffffff,1
"super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller",5,super ribet cepet nanya stok langsung order proses hari sampe mantap barang murah murah joss recommended seller,1
"sesuai dengan pesanan, sangat berguna",4,sesuai pesan guna,1
bagus  cepat sampai barang nya oke,5,bagus cepat barang nya oke,1
barang sudah sampai.terimakasih  next time order lagi,5,barang sampaiterimakasih next time order,0
makasih ya.... kiriman dah sampe,4,makasih ya kirim dah sampe,0
"ya lumayanlah buat dekorasi semoga awet ya,",3,ya lumayan dekorasi moga awet ya,1
Harap informasi isi staples yg bagaimanakah yg cocok?,3,harap informasi isi staples cocok,1
Okelahh..sesuai dgn deskripsi,5,okelahh sesuai deskripsi,1
Puas................. thx,5,puas thx,1
"Produk sesuai deskripsi, foto 
Packing,pengiriman,RapiCepat, mantap
Sukses selalu
Terimakasih",5,produk sesuai deskripsi foto packing kirim rapicepat mantap sukses terimakasih,1
"Cepet bgt nyampe order yg 4hari,,,1hari udah sampeððððð",5,cepet banget nyampe order 4hari 1hari udah sampe,0
"Produk sesuai deskripsi, pengiriman cepat",5,produk sesuai deskripsi kirim cepat,1
"Barang kualitas bagus.
Sudah coba dipakai, bekerja seperti yg diharapkan.",5,barang kualitas bagus coba pakai harap,1
Produk sesuai dengan gambar...mantap,5,produk sesuai gambar mantap,1
"Mantap alatny, sekali jepret langsung tancap,pokokny recommended.",5,mantap alatny jepret langsung tancap pokokny recommended,1
thanks barang dah sampe....,4,thanks barang dah sampe,1
Original sesuai foto bagus mantap,5,original sesuai foto bagus mantap,1
Barang bagus sesuai.pesanan.,5,barang bagus sesuaipesanan,1
"Babut , maksudnya bagus , belanja disini , barang sesuai gambaran di otak saya",5,babut maksud bagus belanja barang sesuai gambar otak,1
"asli rapide r-23, respon seller cepat",5,asli rapide r23 respon seller cepat,1
Produk sesuai dengan deskripsi.,5,produk sesuai deskripsi,1
Cepet abieasssssss gannnnnn,5,cepet abieasssssss gannnnnn,0
"cepet sampainya,recomend",5,cepet sampai recomend,0
"telah diterima dengan baik,, semoga awet barangnya",4,terima moga awet barang,0
Recomemded seller........,5,recomemded seller,0
Terima kasih sudah sampai,5,terima kasih,0
Pengiriman cepat packing rapi,5,kirim cepat packing rapi,1
Sesuai... maaf baru konfirmasi... fast respon...,5,sesuai maaf konfirmasi fast respon,1
recomsel....................,5,recomsel,0
Bagus...berfungsi dg baik,4,bagus fungsi dg,1
Barang diterima sesuai order,4,barang terima sesuai order,1
"Respon cepat, packing rapi aman, makasih yaaa",5,respon cepat packing rapi aman makasih yaaa,1
"Produk cepet bgt sampainya,sesuai gambar..penjual ramah..trimakasih sukses terus",5,produk cepet banget sampai sesuai gambar jual ramah trimakasih sukses,1
"Pengiriman cepat,  barang sesuai deskripsi,,  terima kasih",5,kirim cepat barang sesuai deskripsi terima kasih,1
Paket mantab langsung dipakai hasilnya memuaskan ...recomended nih ..untuk order berikutnya...,5,paket mantab langsung pakai hasil muas recomended nih order,1
Barangnya sesuai dengan harapan,4,barang sesuai harap,1
"Alhamdhulillah pesanan k sudah sampai lebih cepat dari perkiraan, kualitas barang oke banget, sangat memuaskan.",5,alhamdhulillah pesan k cepat kira kualitas barang oke banget muas,1
"Barang sampai dengan selamat, packing rapih pake buble, pengiriman cepat.... top lah",5,barang selamat packing rapih pake buble kirim cepat top,1
Barang sesuai deskripsi response Seller cepat.,5,barang sesuai deskripsi response seller cepat,1
"Barang cepat sampai, pesan sabtu, minggu sampai, sesuai harapan, tks.",4,barang cepat pesan sabtu minggu sesuai harap tks,1
ð barang berkualitas,5, barang kualitas,0
barang baguuuus &amp; pengiriman cepat,5,barang baguuuus amp kirim cepat,1
Terimakasih.........................,5,terimakasih,0
"Lumayan untuk harga segitu,,, bagus juga bekerja dengan baik",4,lumayan harga segitu bagus,1
"Pengiriman Cepat, barang sesuai pesanan",5,kirim cepat barang sesuai pesan,1
Good stuff .. Recommended !,5,good stuff recommended,1
Barang lom dicoba.. pasti bagus mantap dah..,5,barang lom coba bagus mantap dah,1
"Barang dtg cepat,  berkualiras,  penjual respon. Ok trims..!",5,barang dtg cepat berkualiras jual respon ok trims,1
"Barang sudah diterima dgn baik, SGB lah, fungsi jg ok.",4,barang terima sgb fungsi ok,1
Barang bagus sangat kokoh,5,barang bagus kokoh,1
"bagus gan, barang nya kokoh",5,bagus gan barang nya kokoh,1
Barang sesuai dengan pesanan...mantab ganðð»,5,barang sesuai pesan mantab gan,1
Brh sdh sampe. .trims gan..,5,brh sdh sampe trims gan,0
Pengiriman sangat cepat kenasan baik,4,kirim cepat kenas,1
Good response recomended seller tapi barangnya kurang bagus.,3,good response recomended seller barang bagus,1
barang sesuai pesanan berfungsing dengan baik... thanks ya...,4,barang sesuai pesan berfungsing thanks ya,1
"Orang counter, tukang jok, kuli bangunan, tukang cilok, tukang sate, driver grab, supir go car dll wajib beli ini.. pekerjaan jd mudah",5,orang counter tukang jok kuli bangun tukang cilok tukang sate driver grab supir go car dll wajib beli kerja mudah,1
Barangnya Memuaskan gan..,5,barang muas gan,0
"barang sudah diterima dengan baik,pengiriman sesuai jadwal .. mantap 10 jempoool dah",4,barang terima kirim sesuai jadwal mantap 10 jempoool dah,1
Goood...................,5,goood,0
"Trimakasih, gan barang dah sampai.. Top.",5,trimakasih gan barang dah top,1
"Staples nya sdh sampai, tks",4,staples nya sdh tks,0
"produk sesuai dengan foto
terima kasih gan",5,produk sesuai foto terima kasih gan,1
"Good, proses cepat..........",5,good proses cepat,1
Respon cepat pengiriman super cepat barang sesuai mantap,5,respon cepat kirim super cepat barang sesuai mantap,1
"barang bagus,respon cepat.tx.",5,barang bagus respon cepattx,1
"Sudah dicoba, kualitas oke
Sesuai deskripsi, terima kasih",5,coba kualitas oke sesuai deskripsi terima kasih,1
baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen,5,baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen,0
"Responnya cepet, barang sudah sampai, dicoba juga berfungsi baik,",5,responnya cepet barang coba fungsi,0
cepat sampai mantab makasih,5,cepat mantab makasih,1
Cepat pengirimannya ea,5,cepat kirim ea,1
"mantep,  barang bagus..  thanks ya..",4,mantep barang bagus thanks ya,1
"Seller oke, packing oke, barang fungsi dg baik. JNE nya yg busuk. Masa dari kardus luar smp isi dalamnya basah semua kena hujan. Kurir kamprett",5,seller oke packing oke barang fungsi dg jne nya busuk kardus smp isi dalam basah kena hujan kurir kamprett,1
"respon cepat,barang sesuai poto berfungsi normal..",5,respon cepat barang sesuai poto fungsi normal,1
barang bagus terima kasih,5,barang bagus terima kasih,1
sangat cepat barang persis contoh,5,cepat barang persis contoh,1
barang oke sip recommended seller,5,barang oke sip recommended seller,1
Barang sesuai pesanan,5,barang sesuai pesan,1
thanks... recomended.........,5,thanks recomended,1
"Thanks gan .. barang sdh sampe, "" isi straplesnya udh patah2 rejectn sprtinya"" .. semoga bermanfaat .. semoga mkin laris lapaknya.. makasih",5,thanks gan barang sdh sampe isi straplesnya patah2 rejectn sprtinya moga manfaat moga mkin laris lapak makasih,1
"barang bagus sesuai gambar, &amp; sesuai harga, trims y",5,barang bagus sesuai gambar amp sesuai harga trims,1
"Okey gan ,, makasih barang sudah mendarat",5,okey gan makasih barang darat,0
bagussssss.............................,4,bagussssss,0
barangx sdh sampai..packing barangx bgs bngt..mksh gan...,5,barangx sdh packing barangx bgs bngt terima kasih gan,0
Staples sdh dicoba & berfungsi baik. Terima kasih seller.,5,staples sdh coba fungsi terima kasih seller,0
Barang sudah sampai dan berfungsi dengan baik,5,barang fungsi,0
"Respon seller pengiriman cepet banget, packing aman rapi, kualitas barangnya gak murahan berfungsi dengan baik. Recommended terima kasih!",4,respon seller kirim cepet banget packing aman rapi kualitas barang murah fungsi recommended terima kasih,1
"Paket sesuai pesanan,  gosend lagi bagus cepat terima kasih",5,paket sesuai pesan gosend bagus cepat terima kasih,1
terimakasih barang sudah sampe....pengirimannya cepat kemasan rapih....tks,4,terimakasih barang sampe kirim cepat kemas rapih tks,1
"oke top markotop, proses cepat, malam bayar, siang sampai",5,oke top markotop proses cepat malam bayar siang,1
"terima kasih buat segala pelayanannya, barangnya bagus, mau saya gunakan pasang klem kabel biar lebih cepat. ternyata brad nail f15 juga bisa masuk. salam sukses gan.",5,terima kasih layan barang bagus pasang klem kabel biar cepat brad nail f15 masuk salam sukses gan,1
udah samapi...makasih banyak Juragan...,4,udah samapi makasih juragan,0
"sesuai, bagus, terima kasih...sukses terus",5,sesuai bagus terima kasih sukses,1
"barang sesuai, pengiriman ckp cepat.. mksh",5,barang sesuai kirim ckp cepat terima kasih,1
"Barang sesuai deskripsi, penjual responsif, pengiriman cepat akurat. Terima kasih",5,barang sesuai deskripsi jual responsif kirim cepat akurat terima kasih,1
"sesuai deskripsi....
Terima kasih",5,sesuai deskripsi terima kasih,1
"Respon Proses Order cepat, barang Sesuai gambar dan pengunaan berfungsi baik",5,respon proses order cepat barang sesuai gambar pengunaan fungsi,1
brg sdh sa.pai dicoba sdh ok,3,barang sdh sapai coba sdh ok,1
trims.....................................,4,trims,0
"barang oke, sesuai berfungsi dgn bagus, semoga awet...
thx gan",5,barang oke sesuai fungsi bagus moga awet thx gan,1
lumayannnnnnnnnnnnnnnnnnnnnnnnnn,5,lumayannnnnnnnnnnnnnnnnnnnnnnnnn,0
sesuai pesanan.  mantappppppppppppplllllllpppp,5,sesuai pesan mantappppppppppppplllllllpppp,1
terimakasih paketnya sudah sampai... good saller recoment...,5,terimakasih paket good saller recoment,1
"Bagus barangnya, sesuai dengan deskripsi. Seller top. Thank you",5,bagus barang sesuai deskripsi seller top thank,1
paket sudah saya terima... terima kasih,4,paket terima terima kasih,0
thaks...............................................,4,thaks,0
"Barang sudah diterima, respon penjual cepat, pengiriman juga cepat. barang bagus,,,",5,barang terima respon jual cepat kirim cepat barang bagus,1
barang dah sampe cuma blum di buka. mudah2an bagus..,4,barang dah sampe blum buka mudah2an bagus,1
Cepet bgt proses pngirimannya..,5,cepet banget proses pngirimannya,0
barangnya sudah sampai gan trims,5,barang gan trims,0
Brg bagus.. Pertama agan na krm barang na gk dpt isi staples na gr2 kesalahan pabrik yg mn msh segel tp isi staples na gk ad.. Lngsng komplain lwt tokopedia..  agan na lngsng mnt krm balik n brg d krm yg sesuai.. Ongkir bulak balik d tanggung ama agan na.. Thx bgtt gan.. Bnr2 recomended seller..,5,barang bagus agan na krm barang na dpt isi staples na gr2 salah pabrik mn msh segel isi staples na ad lngsng komplain lwt tokopedia agan na lngsng mnt krm n barang krm sesuai ongkir bulak tanggung ama agan na thx bgtt gan bnr2 recomended seller,1
"paket sudah sampai dengan selamat.
Barang bagus. dapet isinya 3 macam pula. tq",5,paket selamat barang bagus dapet isi 3 tq,1
sudah sampai dengan selamat... fast response... thks...,5,selamat fast response thks,1
Thank you. Proses pengiriman cepat.,5,thank proses kirim cepat,1
makasih..responnya cepat sekali..kemarin sore pesan..tadi siang barang sampai..tks,4,makasih responnya cepat kemarin sore pesan siang barang tks,1
"Produknya bagus bosque...........,...........,.............,.",5,produk bagus bosque,1
kirim nya cepat... produk lumayan...,5,kirim nya cepat produk lumayan,1
mantap..........................,5,mantap,1
"Alus uyy geus nepi deui, nuhun... Mudah2an awet",5,alus uyy geus nepi deui nuhun mudah2an awet,0
"Sipppppp
Thank&#39;s",5,sipppppp thank 39,1
Pengiriman tepat waktu terima kasih tambah sukses,4,kirim terima kasih sukses,1
Respon cepat...barang sesuai di gambar..4 jam udah sampe....makasih gan...,5,respon cepat barang sesuai gambar 4 jam udah sampe makasih gan,1
Barang bagis sesuai diskripsi,4,barang bagis sesuai skripsi,1
"Mantap, sesuai yg di iklankan",5,mantap sesuai iklan,1
Ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,5,ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,0
mantap... fast respon... harga bersahabat.........,5,mantap fast respon harga sahabat,1
"terimakasih..
barang sudah sampai..",5,terimakasih barang,0
"Barang kurang bagus, kadang staples ga keluar, agak kurang bagus",3,barang bagus kadang staples bagus,1
mantap ... sesuai pesanan semoga awet,4,mantap sesuai pesan moga awet,1
Staples nya o. K gan,4,staples nya k gan,0
"Fast respon... material bagus, smoga awet... Tq Gan.",5,fast respon material bagus smoga awet tq gan,1
terimakasih barang sudah sampai sesuai dengan pesanan dengan layanan respon yang cepat....,5,terimakasih barang sesuai pesan layan respon cepat,1
Barangbsudah sampai yujuan cepat parking bagus,4,barangbsudah yujuan cepat parking bagus,1
ooooooooooooooookkkkkkkk............,4,ooooooooooooooookkkkkkkk,0
"bagus, sesuai dengan pesanan berfungsi dengan baik.",5,bagus sesuai pesan fungsi,1
Tooooooooooooooooooop bgt,4,tooooooooooooooooooop banget,0
Terimakasih barang sdh sy terima sesuai pesanan..,4,terimakasih barang sdh sy terima sesuai pesan,1
"Packing ok, respon cepat and barang sesuai deskripsi. Recsel..",5,packing ok respon cepat barang sesuai deskripsi recsel,1
"hari ini sy ke ltc Lindeteves, memang lbh baik online,dpt bebasongkir, sangat efisien belanja.
recommended seller",4,sy ltc lindeteves lbh online dpt bebasongkir efisien belanja recommended seller,1
"Sudah diterima sesuai deskripsi, barang bagus",5,terima sesuai deskripsi barang bagus,1
Udh 3 x lbh beli disini.Ga pernah kecewa bli disini..fast respon..pengiriman sangat cepet rapi..lanjutkan..recomended bgt,5,3 x lbh beli disiniga kecewa bli fast respon kirim cepet rapi lanjut recomended banget,1
"Terima kasih, barang sudah sampai gannn",4,terima kasih barang gannn,0
"Barang bagus, cepat sampai, recommended!",5,barang bagus cepat recommended,1
Sangat puas Belanja di toko ini,5,puas belanja toko,1
Barang sampai dengan selamat.,5,barang selamat,1
"barang sesuai, respon cepat... jempol dehhh...",4,barang sesuai respon cepat jempol dehhh,1
Selalu puas dengan pelayanan toko ini tokopedia. Top seller,5,puas layan toko tokopedia top seller,1
"Respon cepat,paket cepat sampai",5,respon cepat paket cepat,1
Barang sdh sampai...fast respons ðð»,5,barang sdh fast respons ,0
Recomended seller...bossss,5,recomended seller bossss,0
Barang nya okey.... pengiriman juga cepat....mantapppp....makasih yah...,5,barang nya okey kirim cepat mantapppp makasih yah,1
"barang sudah sampai, terima kasih",5,barang terima kasih,0
Pas... cocok... sesuai dengan gamba deskripsi,5,pas cocok sesuai gamba deskripsi,1
Barang sesuai pesanan.mksh,5,barang sesuai pesananmksh,1
Belanja kedua kalinya. Selalu memuaskan. Respon cepat. Recommended seller ð,5,belanja kali muas respon cepat recommended seller ,1
Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,5,stlh trf lsg kirim wahana pake wahana serang hari recommended,1
Packing rapi sellernya juga  ramah produk juga bagusðððmakasih gan,5,packing rapi sellernya ramah produk bagus makasih gan,1
Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,5,cpt banget pake wahana sampe 24jam serang goodd,0
"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu tingkatkan terus pelayanan",5,produk sesuai etalase gambar kirim cepat respon pokok nya ok sukses tingkat layan,1
"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",5,nyoba merek bagus sukses jual,1
Tiba lebih cepat ........,5,cepat,1
Mantap gan.. sesuai pesanan perkiraan... Mantap tap dah.. thanks gan,5,mantap gan sesuai pesan kira mantap tap dah thanks gan,1
Sesuai pesanan.............,5,sesuai pesan,1
"Thxs gan, barangnya sdh sampai dgn baik.",4,thxs gan barang sdh,0
OK PAS MANTAP.........,5,ok pas mantap,1
thanks ya boss semoga bermanfaat,5,thanks ya boss moga manfaat,1
joooooooooooooooooooooooosss,5,joooooooooooooooooooooooosss,0
barang sudah sampai... thanks for seller,5,barang thanks seller,1
"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",5,barang udah nyampk sore konfirmasi pulang kerja,2
"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",5,oke uda terimah barang bagus mantaaap,1
Good quality ... suwun y sukses slalu,5,good quality suwun sukses slalu,1
"Respon tercepat dari semua toko yg pernah saya order, mantap",5,respon cepat toko order mantap,1
"Barang sesuai deskrepsi, bagus",4,barang sesuai deskrepsi bagus,1
"Produk sesuai foto, uji coba hasil memuaskan",5,produk sesuai foto uji coba hasil muas,1
Siiiiiiiiiippppppppppp,4,siiiiiiiiiippppppppppp,0
Sudah diterima sesuai pesanan,4,terima sesuai pesan,1
"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... ðð»ðð» *Semoga semakin sukses.",5,produk sesuai deskripsi respon cepat checkout langsung kirim recomended seller   moga sukses,1
Barang dah sampai dengan selamat,4,barang dah selamat,1
barang sudah sampai.....respon seller sangat responsif,4,barang respon seller responsif,0
"Ok, brg sdh sampai packing rapi.",4,ok barang sdh packing rapi,1
Bagus mantab....agak berat...,5,bagus mantab berat,1
Terima kasih..............,5,terima kasih,0
Barangnya mantap bro!!,4,barang mantap bro,1
Respon super cepet. 3 jam 30 mnt barang sdh sampai.,5,respon super cepet 3 jam 30 mnt barang sdh,1
"Barang sudah diterima dengan baik, sesuai dengan gambar cepat, respon penjual lewat chat cepat dibalas, packing rapi....ðð»",5,barang terima sesuai gambar cepat respon jual chat cepat balas packing rapi ,1
Barang sesuai deskripsi,4,barang sesuai deskripsi,1
"Pengiriman lumayan cepat, tp kenapa waktu di pasang isi paku yg beli 8rb an itu kok keluarnya 2 - 2 ya... apa bisa di atur biar tipa jepret keluar Nya 1 paku sj?",4,kirim lumayan cepat pasang isi paku beli 8rb keluar 2 2 ya atur biar tipa jepret nya 1 paku sj,1
"Barang udah mendarat, makasih",4,barang udah darat makasih,0
Barang sesuai pesanan bagus,5,barang sesuai pesan bagus,1
"Barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya..",4,barang telat terima coba moga bagus barang nya,1
Pengiriman kemarin terhambat.....,3,kirim kemarin hambat,0
"packing tidak rapih, isi berantakan, semoga kualitasnya ok",4,packing rapih isi beranta moga kualitas ok,1
Barang sesuai deskripsi,5,barang sesuai deskripsi,1
"Barang sesuai, bagus dan murah, mantapp",5,barang sesuai bagus murah mantapp,1
"Mantap.........,..,..........
.",5,mantap,1
Ok. Susuai dengan pesansan,5,ok susuai pesansan,1
Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,5,sesuai iklan produk kualitas paking aman kirim cepat,1
"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",5,terima kasih barang sesuai pesan packing rapih,1
Biar bintang yg berbicara,5,biar bintang bicara,0
tanks bos barang dah sampai.... sesuai harapan.....,5,tanks bos barang dah sesuai harap,1
Cukuppppppppppppppp.........  ..,3,cukuppppppppppppppp,0
sudah terima barang nya. tks~,5,terima barang nya tks,0
trim gan barangnya sudah sampai,5,trim gan barang,0
oke..................................,4,oke,1
"barang ok, sesuai ekspektasi",5,barang ok sesuai ekspektasi,1
barang sesuai pesanan. respon n layanan cepat,5,barang sesuai pesan respon n layan cepat,1
topp ... pesanan sesuai,5,topp pesan sesuai,1
Barang sdh sampai dengan baik,5,barang sdh,0
yoiyoiyoiyoiyoiyoiyoyiyoi,5,yoiyoiyoiyoiyoiyoiyoyiyoi,0
"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",5,terima kasih barang sesuai pesan,1
Bagusssss barangnyaaaaa rekomended reseller,4,bagusssss barangnyaaaaa rekomended reseller,0
barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,5,barang sesuai deskripsi kondisi thank gan,1
"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",5,terima kasih barang sesuai pesan packing rapih,1
sip.......................................,5,sip,0
t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,5,t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,0
"tqqqqqqq,stepless pas, utk merk krisbow,",5,tqqqqqqq stepless pas utk merk krisbow,0
paket sudah diterima dengan baik. tks.,5,paket terima tks,0
"ok gan, barang pesanan saya sudah sampai. trima kasi.",5,ok gan barang pesan trima kasi,1
Makasih gan.......................,5,makasih gan,0
"Thanx gan, barang sudah d terima",5,thanx gan barang terima,0
Bagus. Dikirim cepat. Terima kasih,5,bagus kirim cepat terima kasih,1
Siiiiiiiiiiiiiiiippp laahh,5,siiiiiiiiiiiiiiiippp laahh,0
Pengiriman cepat barang yang dikirm mantep,5,kirim cepat barang dikirm mantep,1
Ssuiiiiippp....barang e josss,5,ssuiiiiippp barang e josss,0
barangxa oke gan paking juga rapih..,5,barangxa oke gan paking rapih,1
sesuai.. dengan harga...,5,sesuai harga,1
"brg sudah saya terima, thanks.",5,barang terima thanks,1
wokeeee.....pengiriman cepat...packing siip....gojek'e konco dewe mas bos....hehehehe,5,wokeeee kirim cepat packing siip gojek e konco dewe mas bos hehehehe,1
barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi (patah semua). tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman. semoga kedepan dapat ditingkatkan lagi,3,barang sdh sesuai deskripsi terima isi sdh utuh patah tau sdh larena packingnya aman moga depan tingkat,1
Barang sdh sampai.. thx,4,barang sdh thx,1
"salah beli, untuk mollar jangan pakai yang ini :)",4,salah beli mollar pakai,2
Bagus sesuai dgn deskripsi.,5,bagus sesuai deskripsi,1
barang bagus sesuai deskripsi,5,barang bagus sesuai deskripsi,1
Sesuai order semoga cocok dg  staplesnys,5,sesuai order moga cocok dg staplesnys,1
Yerima kasih.............,5,yerima kasih,0
barang nya berpungsi dengan baik mantap lah pokok nya,5,barang nya pungsi mantap pokok nya,1
Barang isinya sesuai pesanan,5,barang isi sesuai pesan,1
"Barang sesuai pesanan, dikirim dg cepat",5,barang sesuai pesan kirim dg cepat,1
"Terimakasih pak..  Barang sudah sampe..  Barang nya sesuai. Keinginan... 
 Best Toko ini",5,terimakasih barang sampe barang nya sesuai best toko,1
Biar bintang yg menilai,5,biar bintang nilai,1
makasih makasih makasih makasih,5,makasih makasih makasih makasih,0
Good..fast respon..thx gan..,5,good fast respon thx gan,1
Terimakasiihh.. Belum di cobak....,4,terimakasiihh cobak,0
......................,5,,0
"Mantap, produk sesuai ekpektasi",5,mantap produk sesuai ekpektasi,1
Mantaaaap. Fast berfungsi dengan baik. Sesuai etalase deskripsi. Sangat direkomendasikan utk pembeli. ððð,5,mantaaaap fast fungsi sesuai etalase deskripsi rekomendasi utk beli ,1
Sip....................,5,sip,0
Barang sesuai pesanan sampai dengan selamat,5,barang sesuai pesan selamat,1
"Barang bagus,,,dah sampai dengan selamat,,maksh",5,barang bagus dah selamat maksh,1
"respon cepat, kirim cepat, barang sudah dicoba bagus...",5,respon cepat kirim cepat barang coba bagus,1
barang sesuai pesanan. tp isi steples tdk semua yg dideskripsi bs masuk.,4,barang sesuai pesan isi steples deskripsi bs masuk,1
"Sesuai dgn deskripsinya,bagus,cepat, packaging rapihð",5,sesuai deskripsi bagus cepat packaging rapih,1
Barang bagus sesuai pesanan...,4,barang bagus sesuai pesan,1
"Stapler tembak nya bagus, berfungsi dg baik
Harga mantabs
Semoga awet
Pengiriman cepat
Terima kasih",5,stapler tembak nya bagus fungsi dg harga mantabs moga awet kirim cepat terima kasih,1
Barang bagus memuaskan...,5,barang bagus muas,1
Barang sudah diterima dengan baik..,5,barang terima,0
Barang oke pengiriman super cepat,5,barang oke kirim super cepat,1
Mantul ..............................,5,mantul,0
"Barang sdh diterima, packaging rapi berfungsi dgn baik. Thx",5,barang sdh terima packaging rapi fungsi thx,1
"barang bagus, hanya pengiriman telat",5,barang bagus kirim telat,1
Terima kasih barang sudah mendarat,5,terima kasih barang darat,0
"Barang sesuai pict, pesan pagi bsk udah sampai:)",5,barang sesuai pict pesan pagi bsk udah,1
"Gooodddd berfungsi dengan baik,  tq",4,gooodddd fungsi tq,0
Barang sesuai dgn pesanan,5,barang sesuai pesan,1
Barang oke... Sesuai iklan orderan. Thx,4,barang oke sesuai iklan order thx,1
"TOP, Recomended Seller",5,top recomended seller,1
Barang sdh sampai.. Okesiip,5,barang sdh okesiip,0
Barang dah sampai packing rapih terimakasih,4,barang dah packing rapih terimakasih,0
respon cepat produk berkualitas recommended,5,respon cepat produk kualitas recommended,1
Mantap respon cepat..tks,5,mantap respon cepat tks,1
Sangat puas .. order lgsg di proses dan cepat pengirimannya,5,puas order lgsg proses cepat kirim,1
"Sesuai gambar dan deskripsi, semoga tahan lama",5,sesuai gambar deskripsi moga tahan,1
Barang sesuai ulasan...mantap,4,barang sesuai ulas mantap,1
Mantaaappp recomend banget,5,mantaaappp recomend banget,0
respon CPT pengiriman juga cepet,4,respon cpt kirim cepet,0
"Super respon n pengiriman super cepat..... Belum coba, semoga produknya juga ok",5,super respon n kirim super cepat coba moga produk ok,1
Mantapssss............,5,mantapssss,0
"Mantap makasih gannn
.......",5,mantap makasih gannn,1
respon mantap. barang bermanfaat.,5,respon mantap barang manfaat,1
Mantab gan................,5,mantab gan,1
Barangnya sudah sampai sesuai,5,barang sesuai,1
Terbaiklaaaaaaaaaaaaaaah,5,terbaiklaaaaaaaaaaaaaaah,0
"Terima kasih, barang sudah sampai berfungsi dengan baik",5,terima kasih barang fungsi,0
"kiriman sudah sampai, makasih gan",5,kirim makasih gan,0
"Sesuai gambar, terima kasih gan",5,sesuai gambar terima kasih gan,1
"Pengiriman cepat, barang sesuai deskripsi. Thanks ya",5,kirim cepat barang sesuai deskripsi thanks ya,1
Bagus .hentakan nya kenceng,5,bagus hentakan nya kenceng,1
"Pengiriman cepat, pelayanan mantap, toko paling top",5,kirim cepat layan mantap toko top,1
"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended ðð",5,barang qulitas bahan tebal cacat recommended ,2
"Produk ok. Sd dicoba, berjalan baik. Semoga awet.",5,produk ok sd coba jalan moga awet,1
Produk original berkualitas berfungsi baik,5,produk original kualitas fungsi,1
Barang sesuai dengan spesifikasi. Thanks gan,5,barang sesuai spesifikasi thanks gan,1
Barang datang sesuai pesanan,5,barang sesuai pesan,1
Barang sesuai deskripsi.... pengiriman cepat...,5,barang sesuai deskripsi kirim cepat,1
"Barang sesuai pesanan, tapi blm di coba, pengiriman cepat",4,barang sesuai pesan blm coba kirim cepat,1
...................................sip,5,sip,0
Mkasih........................,5,mkasih,0
sesuai harapan............................ok bagus......................mantap cuy......,5,sesuai harap ok bagus mantap cuy,1
Fast respond &amp; kualitas ok,5,fast respond amp kualitas ok,1
